feature,0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,20,21,22,accuracy,macro avg,weighted avg
precision,0.9977011494252873,1.0,0.25,1.0,1.0,0.9849624060150376,1.0,0.0,0.0,0.9999530406198638,0.9166666666666666,0.9983991737671056,0.25,1.0,1.0,0.0,1.0,1.0,1.0,0.9658536585365853,1.0,0.9994028642275189,0.7792160045252642,0.9994670349884027
recall,0.9977011494252873,0.8888888888888888,1.0,0.875,0.6666666666666666,0.9886792452830189,1.0,0.0,0.0,1.0,0.9777777777777777,0.9990182400661396,1.0,1.0,0.9957627118644068,0.0,0.9736842105263158,1.0,1.0,0.908256880733945,1.0,0.9994028642275189,0.8224493224396402,0.9994028642275189
f1-score,0.9977011494252873,0.9411764705882353,0.4,0.9333333333333333,0.8,0.9868173258003766,1.0,0.0,0.0,0.9999765197586231,0.946236559139785,0.9987086109819722,0.4,1.0,0.9978768577494692,0.0,0.9866666666666667,1.0,1.0,0.9361702127659575,1.0,0.9994028642275189,0.7773649383909383,0.9994257675517746
support,435.0,9.0,1.0,8.0,3.0,265.0,1.0,2.0,1.0,21294.0,45.0,19353.0,1.0,38.0,236.0,0.0,304.0,56402.0,185.0,218.0,4.0,0.9994028642275189,98805.0,98805.0
